"partID","prolificID","ExpID","WrittenLesson","DBTIME"
"66605a391a913effac6190d6","66605a391a913effac6190d6","TEACH_RL_TEACHER_NoReversal_Pa","The only consistent strategy I found was with color, so while the symbols might be different, hopefully the color will not. Black consistently gave 10 points, so I chose that whenever possible.  The greens will give either 0 or -1 so that was a horse apiece. The peach and light purple will give either 0 or +1, so I felt those were a horse apiece as well. The darker purple usually gave 0 but was always paired with a mustard color which gave -10 each time, so given the option choose purple. Overall, I would always choose black, peach, or light purple. Avoid the mustard yellow color each time, the others seemed to be a wash.","16:13:48"
"65fd52256178a99ed00f4deb","65fd52256178a99ed00f4deb","TEACH_RL_TEACHER_NoReversal_Pa","My advice would be to quickly establish the symbol that yields 10 points as soon as possible and always pick this when it comes up. Best case scenario it will give 10 and worst case it will give nothing. There were 2 symbols that yielded -10 points and they were vaguely related to being on the left or right position. Avoid these as soon as you see a -10 appear from the symbol as the best result from these is simply 0. The other set of symbols don't matter as much as they seem to yield either 1 or -1 point so experiment to see which one is better. Try and deduce the relationships of the -10 symbols to their positions as soon as you can to mitigate the losses as the +10 is an easy point maker every time it appears. Really try and make the main focus on preserving points rather than gaining them.","16:14:19"
"6658b15712616c7213f6eb28","6658b15712616c7213f6eb28","TEACH_RL_TEACHER_NoReversal_Pa","I could not find a working strategy to earn more points. I earned 133 points by hitting mostly randomly. I suspect that the configuration with the 2nd and 4th blocks along the top row filled in, with the row underneath completely blocked out, tended to earn 10p a time. I mostly found that the black patterns lost me 10p.","16:14:42"
"66966fc387e0787a61c4b6c5","66966fc387e0787a61c4b6c5","TEACH_RL_TEACHER_NoReversal_Pa","The aim of the game is to remember the pattern on the previous screen and find the pattern on the following screen. When you choose the correct pattern you will then be rewarded with a payment, if you choose the wrong pattern you will then lose money.","16:15:22"
"58278ae08cba990001adf1c8","58278ae08cba990001adf1c8","TEACH_RL_TEACHER_NoReversal_Pa","Read the colours out loud to yourself and say which is better, this makes it easier to remember the next time the combination comes up. The combinations seem like they can change which is better but I'm not sure why. The colour is easier to remember than the shape.","16:15:27"
"6659eff2a571ba97019fa233","6659eff2a571ba97019fa233","TEACH_RL_TEACHER_NoReversal_Pa","you are given 2 different patterns. they differ in shape and colour. you have to choose what pattern you are going to choose; this choice will result in either a loss in points, gain in points, or no change at all. you won't be able to see the outcome of the one you didn't choose. i would focus on picking the black shapes, as they had the greatest outcome for me, and avoid the yellow and peach ones, as i lost 10p from those ones. try not to overthink it. good luck!","16:15:45"
"5723714684458100120292f6","5723714684458100120292f6","TEACH_RL_TEACHER_NoReversal_Pa","Your task is to choose between two symbols. Both represent points, but one is better than the other: one will give you points, and one will either give you 0 points or take away points from your total.

Try to remember generally which symbols give the best results, but don't worry if it takes you a few goes to figure it out. 
","16:16:04"
"5e66c77e8ebdaf4466e26326","5e66c77e8ebdaf4466e26326","TEACH_RL_TEACHER_NoReversal_Pa","You will be presented with a pair of symbols
Select one of the symbols
The symbols all have a value, could be zero, positive or negative
You will find the value of the symbol you selected but not the other
One of the symbols will always have a better outcome than the other
The symbols are always displayed in the same pairs, one will always have the better outcome than the other - the specific values can change
Try each symbol in each pair, remember which one gives the better result
Select that symbol each time the same pair is displayed
Remember, the best outcome for any given pair can still be a minus","16:16:26"
"5b08185856655d0001bbfb1b","5b08185856655d0001bbfb1b","TEACH_RL_TEACHER_NoReversal_Pa","The aim of the game is to figure out which symbol is worth more. When you click a symbol, you'll find out what that symbol is worth. It could be +, - or 0. You won't find out the value of the other symbol. Each round will be two symbols, and the values can change from round to round. Good luck! ","16:16:42"
"5b8bf5dd7b334200011da4aa","5b8bf5dd7b334200011da4aa","TEACH_RL_TEACHER_NoReversal_Pa","Good Luck - I think the best way to do it is trial and error and memorise which shape is worth 10p (There was one that was consistently worth that for me). One shape was always -10p. Once you figure that out try not to click it. 

My tactic was to pick the biggest shape, as they were normally positive or worth zero points. Try to look for a pattern as you get into the process of it","16:17:02"
"62a12aee913c1c1a20613418","62a12aee913c1c1a20613418","TEACH_RL_TEACHER_NoReversal_Pa","I was not able to come up with a consistent strategy for choosing the right option, but I think I noticed that sometimes getting 0 points is a good outcome because the other option would lead to getting -1 or -10.  You might not gain points on every round but it is better than losing the ones you have got.
If you notice that a symbol gives +10 points you should choose it again when it comes up, but the side of the screen it appears on can affect this and give a different outcome. Try to remember what happens when you click each symbol and use that to make your decisions.","16:17:04"
"611f6ddda9d67139badc81aa","611f6ddda9d67139badc81aa","TEACH_RL_TEACHER_NoReversal_Pa","So in this game you have to choose between the two symbols that come up on the screen, it will give you a set amount of points for which you will earn a bonus in addition to the set Prolific amount. You will see how many points your chosen item will give you when you click on it, but you will not see the point value of the other item. 

0pts is not always the bad option, so don't base a strategy from that. If it offers you the peach and green choice then always go for the green, it's generally +10pts (some symbols can reliably give or takeaway points). In the turquoise vs black symbols, the aim is 0pts, the other is reliably -10pts, although I am unable to find a rhyme or reason to it. With the purple and orange, the orange tends to be 0pts and the purple bands between 0pts and a minus score. I did not find any correlation between which side the colour appears on. ","16:17:05"
"661bd9a8ac3c7e05dc6ba8ec","661bd9a8ac3c7e05dc6ba8ec","TEACH_RL_TEACHER_NoReversal_Pa","You will see 2 symbols at a time. On picking one you will see what its worth underneath but it wont show the value of the one you didn't pick.
There seems to be certain symbols that are generally negative - so either lose points or just 0 - try and identify those early and avoid them as they often are -10 points (the worse ones in my game were the black symbol and the pale pink symbol) these were either 0 or worse case -10p

Then try and identify symbols that are generally more positive so some would be either 0 p or +10 points - in my game this was the u shaped turquoise shape

Most of the other shapes were either +1, 0 or -1 which isn't ideal but if can avoid the big ones above first you might be able to pattern identify these smaller amounts, good luck.","16:17:41"
"6658b16ef8ea55e7d3b1e26b","6658b16ef8ea55e7d3b1e26b","TEACH_RL_TEACHER_NoReversal_Pa","I could not find any pattern whatsoever, nothing to do with the symbols or left/right but clicking the right one seemed to be more successful. The different symbols would sometimes swap sides and they would be more valuable on one side. eg if a specific symbol is on the right it was worth 10 points but if it was on the left it was worth 0. I hope that makes sense because this was really hard","16:17:53"
"62d13440676173259ba7d504","62d13440676173259ba7d504","TEACH_RL_TEACHER_NoReversal_Pa","This is totally random so there's no magic way of beating the computer. You could be lucky and grt a positive or neutral balance of be unlucky and get a negative balance. The range of monetary reward per click ranges from -10p to 10p.
My advice would be don't think about it just click on one repeatedly till you finish and hope for the best. This could work out for you, but also could not. It's totally out of your control so just go with it and randomly select a square. ","16:18:06"
"58df90cecc6d9800018c5d58","58df90cecc6d9800018c5d58","TEACH_RL_TEACHER_NoReversal_Pa","Each picture isn't the same value each time but there are a few that are mostly the same and ones you should avoid.

I found that most of the green/turquoise colour ones were good. The only one that I found to give 10 points (which was the max I found) looked like it had two crosses up the top and the bottom had a square in the middle missing. Sometimes this one was 0 but the majority of the time was 10. The other green ones tended to be more positive than the other colours.

On the other hand I found the one that looked like a gardening fork and was orange was -10 a lot of the time. Purples were sometimes bad but when you got the orange fork one and purple together I always clicked purple.","16:18:19"
"63d79c0ca00135fc540fd236","63d79c0ca00135fc540fd236","TEACH_RL_TEACHER_NoReversal_Pa","You’ll encounter different symbols, each representing values like mine. Don't worry about their shapes or colours—focus on their meanings and how they relate to your goal.

Each symbol has the same value in each sequence, so if a blue symbol was worth 10p in one round, it will be worth that again in another round. 

A good tip would be to write down the symbol and what it is worth so that you can optimise your payout. ","16:18:32"
"60aecded93eb495d413a482b","60aecded93eb495d413a482b","TEACH_RL_TEACHER_NoReversal_Pa","You are required to click on one of the symbols. Each symbol has a different value and this can also vary depending on its position on the screen. When you click on the symbol you want to choose, you will be told what the value is of the one you clicked on, but not the other symbol. My advice is pay attention to the position of where these symbols are e.g. on the left or right, as this will impact the value of the symbol. ","16:18:46"
"5ec99f86f5c1124c0c518fa9","5ec99f86f5c1124c0c518fa9","TEACH_RL_TEACHER_NoReversal_Pa","I'm afraid I couldn't come up with much of a strategy.  I did discover for me that the black ones either gave me a positive score or 0 - so I never lost with those.  Look out for one that gives you a similar payback.  Also there was a lilac one with a horizontal top bar that always paid 1p or 0 - never seemed to lose.  All of the others seemed random to me!  Good luck!","16:19:09"
"6698a2e074669f1472404f5b","6698a2e074669f1472404f5b","TEACH_RL_TEACHER_NoReversal_Pa","The strategy of this game is about selecting the right color between the two options.  Points allocated are not consistent but trend positive if you pick the following combos - yellow over turquoise, bright green, periwinkle or light purple, and black.  If you select the alternative in each of these combos, yo will almost certainly earn negative points","16:19:19"
"6668694393a729647567de88","6668694393a729647567de88","TEACH_RL_TEACHER_NoReversal_Pa","The icon that resembles a black smile can earn you 0p or 1p. This is preferable to the other option as that seemed to be a choice between 0p or -1p. 
The icon that resembled a dark green castle should be picked over the one that resembles a gold key. The Green castle icon earns you 0p, but the gold key seems to always lose 10p. The Indigo smile should definitely be picked as that usually resulted in +10p. There were a few occasions where it was 0p but the majority of the time it was +10p. The green butterfly is another one that earns you 0p or 1p. This is preferable to the other option as that seemed to be a choice between 0p or -1p. I would say, as a general rule, the more positive ones were better for earning. There was also a slight difference based on whether it was on the left or right hand side but nothing substantial - it might have turned a +1p one into 0p or a -1p into a 0p. My main takeaway is to just find the icon that rewards 10p and find the icon that takes away 10p. Always chose the one that rewards 10p and never chose the one that removed 10p.","16:19:44"
"62ebd91c8e610fbe2e1fd128","62ebd91c8e610fbe2e1fd128","TEACH_RL_TEACHER_NoReversal_Pa","When the experiment starts, you will see two different shapes in front of you. You need to choose one of them and click on it. When you click on it, it will show you the value of that shape (e.g. 1p) and that gets added to your points. The one you didn't pick will have a '?' so you won't know the value of your alternative choice. At the end, your points will be added up. I did not find any strategy or pattern in the amounts I was seeing when I clicked on different shapes - I tried the same colours, choosing L-R-L-R-L-R then choosing randomly, lots of attempts to work out any technique, but if there was a strategy that was useful, I am afraid I did not find it. ","16:20:07"
"62a4d721a9d118a25be1ed3f","62a4d721a9d118a25be1ed3f","TEACH_RL_TEACHER_NoReversal_Pa","You need to click on a shape to select it , you will be rewarded or penalised points depending on the shape or colour you choose. At first it may seem quite random but after a while you will see which colours gain you points and which colours cost you points - so stick with it !!! I found pink to gain me the most points and purple cost me the most points .The study does go on so try not to make mistakes as it can get a bit boring after a while ! ","16:20:16"
"5a0c4184fe645f0001e9f5dd","5a0c4184fe645f0001e9f5dd","TEACH_RL_TEACHER_NoReversal_Pa","I'm not sure there is a concrete strategy with this game. Try to apply the instructions below but do not get disheartened if they do not work and try to work out your own strategy in that case.  

1) If there are two of the same colour choose the lightest colour (e.g. purple. Choose the light purple)

2) If there is a shape that has a colourless square, or more than one square, inside the shape, choose the other shape.","16:20:21"
"65390746aa1435a1644ab5a4","65390746aa1435a1644ab5a4","TEACH_RL_TEACHER_NoReversal_Pa","You will need to make a choice between two symbols.  In the early rounds try to identify the points associated with each symbol. So if you have seen one of the symbols before choose the other one so you know what its possible points value is. Be aware those values can switch - so eg o or -10. 
Once you think you have identified the points value then you can choose more effectively - avoiding the -10 points as much as possible","16:20:31"
"6110c7e6ccdfb13e3dde5f4f","6110c7e6ccdfb13e3dde5f4f","TEACH_RL_TEACHER_NoReversal_Pa","Choose 1 of the 2 shapes. Each shape has a value, either -10p, -1p, 0p, +1p or +10p. The value of the shapes remains somewhat constant, but not always (a 10p shape is often always a 10p shape). Remember the values and chose the shapes with the high values.","16:21:26"
"6658b2333a0758f928c3d2a0","6658b2333a0758f928c3d2a0","TEACH_RL_TEACHER_NoReversal_Pa","The experiment is a point and click game. You will be shown 2 shapes, each of which have a monetary value. When one shape is selected by clicking on it, its value will be shown, but not that of the other shape. The shapes do not always carry the same value, and the points scored will determine the bonus payment at the end of the study. ","16:21:26"
"5cdd4befd3651c001950e539","5cdd4befd3651c001950e539","TEACH_RL_TEACHER_NoReversal_Pa","The best way to tackle this task is to randomly click for the first few times. Pay attention to the scores received for a particular symbol as they tend to stay the same (but not always). Once you have watched them for a while you know which symbols pay off more often than others.","16:21:51"
"66621da4e539e01f92da8dbc","66621da4e539e01f92da8dbc","TEACH_RL_TEACHER_NoReversal_Pa","Sorry. I got terrible instructions and i have no idea what i was doing. I would like to do this task knowing what i was doing!!
I have to write 250 characters so i will fill this space with random words to get there! Here goes..yesterday Armagh won the All Ireland football championships","16:21:59"
"666f98c91a5254f81e8d9294","666f98c91a5254f81e8d9294","TEACH_RL_TEACHER_NoReversal_Pa","Hello students, follow these instructions carefully. Some of the shape colors to look out for are gold, blue, green, and red, etc. in colors. It's possible to either gain or loose: 0p,10p,1p,-10p,-1p,respectively. 
However, be smart and vigilant. Some black shapes contain -10p, whereas some gold shapes contain 10p. Most shapes faded in color have no or 0p. Before choosing any shape, think carefully, critically and trust your instincts. The points you score will be written downwards after choosing to show your score.
Good luck.","16:22:24"
"604423288e681f4949e19e9b","604423288e681f4949e19e9b","TEACH_RL_TEACHER_NoReversal_Pa","Honestly, I wish I could tell you a strategy, as unfortunately I never managed to work one out myself! Perhaps there isn't one?!
I believe you will be seeing different combinations of colours and shapes to me, so here goes.
Two different shapes of different colours will appear side by side, you choose one. There is a finite amount of variations of colour and shape (approx 8-10) you will cycle through, and each different shape remains the same colour throughout.
When the two shapes appear side by side on the screen, they tend to show up in the same pairs, so try to remember which of these had the better score, and it mostly seems to stay that way throughout.
The better scoring shape doesn't seem to be influenced by how deep or vivid the colour is or whether the shape takes up more or less pixels. 
Once you've identified one that is higher value, stay on that side (ie left or right) and continue to click those, until one of the symbols signals for you to change to the other side, then back again.","16:22:29"
"66a64703e3e5dc31b47f050c","66a64703e3e5dc31b47f050c","TEACH_RL_TEACHER_NoReversal_Pa","You will see two shapes appear on the screen, you have to make a choice between the shapes. One is worth more points than the other. You will only see the value of points of the shape you choose.
As far as I can tell there is no rhyme or reason as to how much each shape is worth. One shape for me was worth 10 points 90% of the time and 0 10% of the time.
I think your best chance is to test each shape, and then stick to one that is often a high value point. One that is consistently a negative point, choose the opposite.
I believe most shapes are worth 0, so once you find one that is positive keep trying that and vice versa for negative.
Good luck!","16:22:30"
"66472012c86df53542876f2a","66472012c86df53542876f2a","TEACH_RL_TEACHER_NoReversal_Pa","You'll be presented with a pair of images. These pairs will appear pretty consistently as a pair. As far as I could tell one will have a positive effect (more money or zero) and the other a negative (0 money or minus figure). 

As you go through, try to memorise the pairs and which has the  most positive effect to get the most money. Good luck.","16:22:44"
"6319ff03df1e7848122f18b1","6319ff03df1e7848122f18b1","TEACH_RL_TEACHER_NoReversal_Pa","The trick of guessing the right symbol which either gives the most points or reduces the most points is a memory game. By remembering as best as what a symbol gives. At first in the game its best to just go by a 50/50 guessing game but at the same time try and remember what the symbol gives. With it all being a memory game the more you remember the more points you get.","16:22:52"
"6658b94f4552a75abbc1582c","6658b94f4552a75abbc1582c","TEACH_RL_TEACHER_NoReversal_Pa","You will be shown pairs of symbols. These pairs are fixed i.e. a particular symbol will always be shown with the same alternative symbol. You choose a symbol to click on to win points.You don't win or lose the same amount of points each time because the outcome of clicking on the symbol depends on probability. So some symbols that you click on will have a high probability of giving you points so you will get points nearly every time you click on it and only rarely get no points or negative points. Other symbols may mostly lose you points or gain you points some of the time but not every time. You only find out the points you gain from the symbol you have clicked on and not its counterpart. I therefore recommend at the start that you regularly try changing which symbol you click on in each pair and try to remember which one more consistently gives you positive points. Once you have figured out which one gives you positive points more often than not, keep clicking on that symbol each time it appears in its pair consistently. ","16:22:55"
"644164d75b4cbe61ff891e64","644164d75b4cbe61ff891e64","TEACH_RL_TEACHER_NoReversal_Pa","These were difficult to discern. However, one strategy that had a pattern was that items with gaps in the middle returned better rewards a lot of the time. For example, if the shape was split into two. One bar along the top, then a completely clear/white row underneath, and then a different shape altogether underneath it yielded better outcomes. I also noticed that if there are big gaps inside the shape, these tended to perform better than those that were predominantly blocks (with one or two squares missing). From my experience, these variables played a bigger part than e.g. the colour or the shape of the object. Best of luck. ","16:23:10"
"66912c22d42ca7c3bfa92ca2","66912c22d42ca7c3bfa92ca2","TEACH_RL_TEACHER_NoReversal_Pa","In this task that has been set by researchers we are going to play a game where you are shown two random sets of images and upon clicking either one you will either gain or loose points, there is no right or wrong way there maybe a pattern lets see how well you do u will be shown what you revealed after each click ","16:23:14"
"60147514665c424b4b812e7d","60147514665c424b4b812e7d","TEACH_RL_TEACHER_NoReversal_Pa","Firstly, I think a lot of the time that your choice doesn't actually matter because both of the options will have the same or very similar values (plus or minus 1). However, I found that, generally, you can get the higher number of points by selecting the more complex shape. There should be one shape that consistently gives you +10, and when you find it keep clicking on it every time you see it.","16:23:23"
"660fd6dbb6db38a13b6d0b12","660fd6dbb6db38a13b6d0b12","TEACH_RL_TEACHER_NoReversal_Pa","Symbols always seem to appear in the same color, so you can almost ignore the symbols and just focus on the colors. 

The same sequences and pairs of symbols also appear repeatedly throughout the test and when a pair of symbols is shown, their values appear consistent throughout the test e.g. if you see a blue symbol on the left and a green symbol on the right, and you click the left blue symbol and find it's worth 10p, the next time you see the same combination, the left blue symbol should also still be worth the same i.e. 10p.

Initially, I recommend clicking on a color you haven't clicked on before, then writing down the pair of colors and the value that was shown. Next time this combination is shown, click on the other color and record its value. 

Once you have been through all of the combinations at least twice, you should know which colors / symbols to click each time to get the highest score. 

Don't worry, you get shown a lot of &quot;tests&quot; but there's maybe less than 10 unique combinations, so if you lose some points initially, you should be able to make them back easily once you have the values recorded by the end of the tests.","16:23:25"
"665abbcf8c9d25a938989434","665abbcf8c9d25a938989434","TEACH_RL_TEACHER_NoReversal_Pa","Use a pen and paper. When you see a new symbol, click on it and note down the shape, colour, side (left or right) and the symbol opposite. Each time you see a new symbol, do this, unless you see a symbol that gave you points the last time. Soon, you will have seen all the symbols in their orientations and will max out on points.","16:23:36"
"6685890808f9d444080810b4","6685890808f9d444080810b4","TEACH_RL_TEACHER_NoReversal_Pa","The best thing to do is attempt to give the shapes names so you can remember the scores of different shapes. After a few mins you will have a fairly good idea of the scores of all the pairs. looking to remember which ones had large negatives or positives click through as quickly as possible as you can build a big score near the end.","16:23:48"
"669edd300ef2884bc0b17f22","669edd300ef2884bc0b17f22","TEACH_RL_TEACHER_NoReversal_Pa","always choose orange
always choose light blue
if the shapes look like a face click on it only if its next to shapes that look like a pattern on an animal. eg. butterfly wing or bunny face
if the shape looks like a smiley face but its next to a pattern that dosnt look like an animal or animal print then click on the shape that doesnt look like a face. ","16:24:05"
"5e184bc02c53521176be15e2","5e184bc02c53521176be15e2","TEACH_RL_TEACHER_NoReversal_Pa","You need to click on one of the two presented symbols. It will give you a certain number of points or take away a certain number of points. Over the course of the game, you can work out which symbols give you points and which take them away, and so make sure you click on ones you can remember that give you points. ","16:24:18"
"5c6d67f4a9317a00011fe203","5c6d67f4a9317a00011fe203","TEACH_RL_TEACHER_NoReversal_Pa","Some symbols give a reward, others give a neutral outcome (zero pence) and others result in a loss. 
For the first few selections, I tried to choose a variety of symbols and see if I could notice any emerging patterns or trends. 
Once I started to see a trend with a certain symbol giving a reward, I tried to select this symbol whenever it appeared. However, the placement of the symbol also appears to have an impact on the reward/loss. For example, if the symbol appears on the right, it will give you a 10p reward, but if it appears on the left, it will give you a 10p loss. Try and remember the placement of the symbol as well as what it looks like.
Another strategy I tried to use was relating the symbol to something more memorable, e.g. there was a symbol that looked a little like a candelabra, another like a castle and another like a face. If you can try and envision the symbol as something else and remember its placement, you will have more success. E.g. the castle on the left gives a reward, the face on the right gives a loss. ","16:24:41"
"6657125619444a37bdb91506","6657125619444a37bdb91506","TEACH_RL_TEACHER_NoReversal_Pa","First of all if there is a faded shape always click the non shaded one.

After the faded puzzle the squares on the opposite side will be the correct ones, until you meet your next faded puzzle, then it will be the opposite of those ones.

Don't be afraid to keep clicking on one side for a while, as there will be trap of -10 on the other side.","16:25:05"
"5f26e3d6f3b6ba48b4335af1","5f26e3d6f3b6ba48b4335af1","TEACH_RL_TEACHER_NoReversal_Pa","Some shapes give different amounts, 0p, +/-1p, and +/-10p. To maximise your points, make sure you press each shape at least once so you have a rough idea of the probability/likelihood it will give a good, bad, or neutral payout.

Focus on the ones that pay +/-10p as they will have the biggest impact on your score, whereas the +/-1p ones will likely just distract you from figuring out the pattern. (I did not figure out any meaningful pattern so I cannot really help much to be honest)","16:25:08"
"5e97391b5a067a1e2dd55485","5e97391b5a067a1e2dd55485","TEACH_RL_TEACHER_NoReversal_Pa","You will need to select one of two shapes. Each shape will have a value, some will be positive and add points, some will be negative and subtract point and some will be neutral (0) and add no points. On your first few goes try and spot if there are any colours or orientations that come up and consistently give the same numbers, try all the symbols and see if you can find a pattern, use a note pad to note down the colours, orientations and results. You will start to see patterns and then carry on and mimic this throughout the game.","16:25:27"
"62e9539d87c2f87eb19debe0","62e9539d87c2f87eb19debe0","TEACH_RL_TEACHER_NoReversal_Pa","You will be presented with shapes, two at a time, and your task is to pick one of the two shapes and hope it is a Good Shape. No shape has a fixed value, they all seem to have a range, but some ranges are a lot better than others (I found one shape which gave me either 0 points or +10 but never a negative).

Shapes will appear in pairs, so while it looks like an imposing test at first, all you're really trying to remember is which shape in each pair is better (which is easier than memorising good and bad individual shapes).

Your best bet is to click randomly at first and get a feel for which shapes tend to give good and bad values. Because of the uncertainty of ranges, don't get too distracted by individual results / don't change your mind too quickly.

There are some bad pairs where both shapes will potentialy give you negative points, but one is probably less bad (more likely to give 0) so if you learn which, you can minimize your losses.

I did not discover any difference in results from the order each pair was displayed, but you may do better than me and find a pattrern there too.","16:25:37"
"66620c13f3be060d78145a98","66620c13f3be060d78145a98","TEACH_RL_TEACHER_NoReversal_Pa","its is ok to use series of identification to get the best result point with the task. but the best is to focus on the colour of the two different images. also the space between the images can be used to pick the best one. i tried several attempts to get this done","16:25:43"
"667850afa8eb39af2ab6cfc4","667850afa8eb39af2ab6cfc4","TEACH_RL_TEACHER_NoReversal_Pa","You will be tasked with pressing on one of the two symbols shown. Each symbol has a monetary value that you find out once clicked on, the value of the symbol not clicked will not be shown. 
Values for each colour/shape combination stayed consistent, eg if a symbol showed 10p, then if that symbol reappears in the same box then the value will also be 10p. This is to do with shape and colour of the symbols. 
It is very important to remember which colour and shape combination produces what value, and also which box it was in as this stays consistent. ","16:25:49"
"668d216a32a6ba92f44eed75","668d216a32a6ba92f44eed75","TEACH_RL_TEACHER_NoReversal_Pa","This was really confusing and I'm not sure I was doing it completely right, but I will try my best to explain it. 

You will see different PAIRS of shapes and colors. From what I could gather, they were always the same pair of shapes and colors, but they would not be on the same side every time you saw them.  Example: You see a Red Square and a Blue Circle. Next time you see the Red Square, it should always be paired with the Blue Circle.

In these pairs, one Shape/Color will give 0 points and the other Shape/Color will give either -10, -1, 1, or 10 points. You cannot get positive points on every pair. 

You need to memorize what Shape/Color in the pair gives the 0 points and what Shape/Color gives the -10,-1,1 or 10 points. 

Always attempt to go for the 10 points, 1, or 0 point Shape/Color when you see a pair you previously seen. 

Good Luck!","16:25:53"
